SK_ID_CURR,actual_TARGET,predicted_probability,risk_score,risk_tier,recommended_action
275481,0,0.4645108,46.45,amber,Early stress. Send automated check-in message.
361180,1,0.4645089,46.45,amber,Early stress. Send automated check-in message.
380716,0,0.46449727,46.45,amber,Early stress. Send automated check-in message.
284032,0,0.46438655,46.44,amber,Early stress. Send automated check-in message.
289465,0,0.46433544,46.43,amber,Early stress. Send automated check-in message.
308119,0,0.46427175,46.43,amber,Early stress. Send automated check-in message.
391399,0,0.46425548,46.43,amber,Early stress. Send automated check-in message.
184552,0,0.4643334,46.43,amber,Early stress. Send automated check-in message.
233834,0,0.46420923,46.42,amber,Early stress. Send automated check-in message.
107207,0,0.46424675,46.42,amber,Early stress. Send automated check-in message.
163723,0,0.46415344,46.42,amber,Early stress. Send automated check-in message.
318578,0,0.46408266,46.41,amber,Early stress. Send automated check-in message.
117113,0,0.46405545,46.41,amber,Early stress. Send automated check-in message.
302376,0,0.46413264,46.41,amber,Early stress. Send automated check-in message.
436927,0,0.46407938,46.41,amber,Early stress. Send automated check-in message.
371415,0,0.46403912,46.4,amber,Early stress. Send automated check-in message.
350212,0,0.463961,46.4,amber,Early stress. Send automated check-in message.
155231,0,0.46403837,46.4,amber,Early stress. Send automated check-in message.
118552,0,0.46401685,46.4,amber,Early stress. Send automated check-in message.
328843,0,0.46395135,46.4,amber,Early stress. Send automated check-in message.
242785,0,0.46386373,46.39,amber,Early stress. Send automated check-in message.
335844,0,0.46387634,46.39,amber,Early stress. Send automated check-in message.
302741,0,0.4639382,46.39,amber,Early stress. Send automated check-in message.
227448,0,0.46386096,46.39,amber,Early stress. Send automated check-in message.
216261,0,0.46393356,46.39,amber,Early stress. Send automated check-in message.
255414,0,0.46385294,46.39,amber,Early stress. Send automated check-in message.
402004,0,0.4638213,46.38,amber,Early stress. Send automated check-in message.
408412,0,0.4636974,46.37,amber,Early stress. Send automated check-in message.
205447,0,0.46370545,46.37,amber,Early stress. Send automated check-in message.
103930,0,0.46366784,46.37,amber,Early stress. Send automated check-in message.
370370,0,0.46367502,46.37,amber,Early stress. Send automated check-in message.
144070,0,0.46367675,46.37,amber,Early stress. Send automated check-in message.
300138,0,0.4635774,46.36,amber,Early stress. Send automated check-in message.
270227,1,0.46362975,46.36,amber,Early stress. Send automated check-in message.
203828,0,0.4635946,46.36,amber,Early stress. Send automated check-in message.
152624,0,0.46357048,46.36,amber,Early stress. Send automated check-in message.
450700,0,0.4635556,46.36,amber,Early stress. Send automated check-in message.
175900,0,0.46351463,46.35,amber,Early stress. Send automated check-in message.
341951,0,0.46350735,46.35,amber,Early stress. Send automated check-in message.
175176,0,0.46345153,46.35,amber,Early stress. Send automated check-in message.
107804,0,0.46340668,46.34,amber,Early stress. Send automated check-in message.
416992,0,0.46338016,46.34,amber,Early stress. Send automated check-in message.
429158,0,0.4632784,46.33,amber,Early stress. Send automated check-in message.
230247,0,0.4633,46.33,amber,Early stress. Send automated check-in message.
261335,0,0.4633387,46.33,amber,Early stress. Send automated check-in message.
257310,0,0.46334472,46.33,amber,Early stress. Send automated check-in message.
440291,0,0.46333545,46.33,amber,Early stress. Send automated check-in message.
241386,0,0.46324623,46.32,amber,Early stress. Send automated check-in message.
161752,0,0.46321404,46.32,amber,Early stress. Send automated check-in message.
274395,0,0.4631595,46.32,amber,Early stress. Send automated check-in message.
438060,0,0.46310383,46.31,amber,Early stress. Send automated check-in message.
295796,0,0.46303368,46.3,amber,Early stress. Send automated check-in message.
269721,0,0.4630368,46.3,amber,Early stress. Send automated check-in message.
131727,0,0.46302095,46.3,amber,Early stress. Send automated check-in message.
164873,0,0.46291497,46.29,amber,Early stress. Send automated check-in message.
253394,0,0.46278626,46.28,amber,Early stress. Send automated check-in message.
394054,0,0.46282583,46.28,amber,Early stress. Send automated check-in message.
104425,0,0.4627844,46.28,amber,Early stress. Send automated check-in message.
141064,0,0.46268332,46.27,amber,Early stress. Send automated check-in message.
356139,1,0.46272847,46.27,amber,Early stress. Send automated check-in message.
340657,0,0.4626229,46.26,amber,Early stress. Send automated check-in message.
264630,0,0.46255112,46.26,amber,Early stress. Send automated check-in message.
433005,0,0.4625438,46.25,amber,Early stress. Send automated check-in message.
349064,0,0.46242216,46.24,amber,Early stress. Send automated check-in message.
201448,0,0.46224064,46.22,amber,Early stress. Send automated check-in message.
393213,0,0.4621808,46.22,amber,Early stress. Send automated check-in message.
232499,0,0.46217507,46.22,amber,Early stress. Send automated check-in message.
397652,0,0.46219647,46.22,amber,Early stress. Send automated check-in message.
334479,0,0.46208632,46.21,amber,Early stress. Send automated check-in message.
337064,0,0.4621247,46.21,amber,Early stress. Send automated check-in message.
261921,0,0.46198514,46.2,amber,Early stress. Send automated check-in message.
263459,0,0.4618953,46.19,amber,Early stress. Send automated check-in message.
213048,0,0.46168277,46.17,amber,Early stress. Send automated check-in message.
325678,0,0.461641,46.16,amber,Early stress. Send automated check-in message.
256371,0,0.46154347,46.15,amber,Early stress. Send automated check-in message.
142797,1,0.46152946,46.15,amber,Early stress. Send automated check-in message.
189584,0,0.46147686,46.15,amber,Early stress. Send automated check-in message.
322825,0,0.46148264,46.15,amber,Early stress. Send automated check-in message.
350980,0,0.4614937,46.15,amber,Early stress. Send automated check-in message.
448723,0,0.46150172,46.15,amber,Early stress. Send automated check-in message.
427403,0,0.46144477,46.14,amber,Early stress. Send automated check-in message.
118800,0,0.46136117,46.14,amber,Early stress. Send automated check-in message.
435332,0,0.46125022,46.13,amber,Early stress. Send automated check-in message.
408989,0,0.4611976,46.12,amber,Early stress. Send automated check-in message.
160226,0,0.4611507,46.12,amber,Early stress. Send automated check-in message.
150056,0,0.46121925,46.12,amber,Early stress. Send automated check-in message.
247964,0,0.46105683,46.11,amber,Early stress. Send automated check-in message.
264081,0,0.46108836,46.11,amber,Early stress. Send automated check-in message.
369543,0,0.4610763,46.11,amber,Early stress. Send automated check-in message.
236689,0,0.4609562,46.1,amber,Early stress. Send automated check-in message.
121722,0,0.46099904,46.1,amber,Early stress. Send automated check-in message.
339485,0,0.46095884,46.1,amber,Early stress. Send automated check-in message.
281711,0,0.4609862,46.1,amber,Early stress. Send automated check-in message.
331550,0,0.4609113,46.09,amber,Early stress. Send automated check-in message.
141334,0,0.46087486,46.09,amber,Early stress. Send automated check-in message.
217921,0,0.46087444,46.09,amber,Early stress. Send automated check-in message.
151911,0,0.46093988,46.09,amber,Early stress. Send automated check-in message.
107858,0,0.46093908,46.09,amber,Early stress. Send automated check-in message.
148566,0,0.46087652,46.09,amber,Early stress. Send automated check-in message.
408104,0,0.4607797,46.08,amber,Early stress. Send automated check-in message.
406577,0,0.46082497,46.08,amber,Early stress. Send automated check-in message.
151812,0,0.46061885,46.06,amber,Early stress. Send automated check-in message.
254181,0,0.46062958,46.06,amber,Early stress. Send automated check-in message.
253804,0,0.4605731,46.06,amber,Early stress. Send automated check-in message.
393874,0,0.46058425,46.06,amber,Early stress. Send automated check-in message.
139150,0,0.46060702,46.06,amber,Early stress. Send automated check-in message.
306192,0,0.46052244,46.05,amber,Early stress. Send automated check-in message.
149799,0,0.46046683,46.05,amber,Early stress. Send automated check-in message.
448975,0,0.46043852,46.04,amber,Early stress. Send automated check-in message.
228338,0,0.46044075,46.04,amber,Early stress. Send automated check-in message.
259632,0,0.46044025,46.04,amber,Early stress. Send automated check-in message.
302196,0,0.4604473,46.04,amber,Early stress. Send automated check-in message.
429003,0,0.46031007,46.03,amber,Early stress. Send automated check-in message.
158540,0,0.46027705,46.03,amber,Early stress. Send automated check-in message.
241010,0,0.46024048,46.02,amber,Early stress. Send automated check-in message.
358136,0,0.46019754,46.02,amber,Early stress. Send automated check-in message.
417729,0,0.4601181,46.01,amber,Early stress. Send automated check-in message.
435869,0,0.4601402,46.01,amber,Early stress. Send automated check-in message.
126055,0,0.45996308,46.0,amber,Early stress. Send automated check-in message.
355036,0,0.45998648,46.0,amber,Early stress. Send automated check-in message.
397997,0,0.45996964,46.0,amber,Early stress. Send automated check-in message.
237435,0,0.45993707,45.99,amber,Early stress. Send automated check-in message.
259511,0,0.45989677,45.99,amber,Early stress. Send automated check-in message.
158228,0,0.45985395,45.99,amber,Early stress. Send automated check-in message.
105151,0,0.45982304,45.98,amber,Early stress. Send automated check-in message.
452178,0,0.45978394,45.98,amber,Early stress. Send automated check-in message.
247152,0,0.45978692,45.98,amber,Early stress. Send automated check-in message.
283886,0,0.4598331,45.98,amber,Early stress. Send automated check-in message.
350430,0,0.4597102,45.97,amber,Early stress. Send automated check-in message.
170888,0,0.45972684,45.97,amber,Early stress. Send automated check-in message.
283903,0,0.45974195,45.97,amber,Early stress. Send automated check-in message.
178981,0,0.45960653,45.96,amber,Early stress. Send automated check-in message.
419575,0,0.4595575,45.96,amber,Early stress. Send automated check-in message.
171851,0,0.45960587,45.96,amber,Early stress. Send automated check-in message.
321178,0,0.45956856,45.96,amber,Early stress. Send automated check-in message.
239508,0,0.4595088,45.95,amber,Early stress. Send automated check-in message.
274238,0,0.45948792,45.95,amber,Early stress. Send automated check-in message.
135611,0,0.45940438,45.94,amber,Early stress. Send automated check-in message.
438193,1,0.4594478,45.94,amber,Early stress. Send automated check-in message.
361369,0,0.4594169,45.94,amber,Early stress. Send automated check-in message.
421325,1,0.459372,45.94,amber,Early stress. Send automated check-in message.
300400,0,0.45938057,45.94,amber,Early stress. Send automated check-in message.
255846,0,0.4593607,45.94,amber,Early stress. Send automated check-in message.
350750,0,0.45931712,45.93,amber,Early stress. Send automated check-in message.
330224,0,0.45934963,45.93,amber,Early stress. Send automated check-in message.
346015,0,0.4592732,45.93,amber,Early stress. Send automated check-in message.
212035,0,0.45930928,45.93,amber,Early stress. Send automated check-in message.
140195,0,0.45928907,45.93,amber,Early stress. Send automated check-in message.
431671,0,0.45928106,45.93,amber,Early stress. Send automated check-in message.
300861,0,0.45916265,45.92,amber,Early stress. Send automated check-in message.
306691,0,0.45915976,45.92,amber,Early stress. Send automated check-in message.
119988,0,0.45920932,45.92,amber,Early stress. Send automated check-in message.
238003,0,0.4591559,45.92,amber,Early stress. Send automated check-in message.
382892,0,0.45918012,45.92,amber,Early stress. Send automated check-in message.
178956,1,0.45918956,45.92,amber,Early stress. Send automated check-in message.
434578,0,0.45921674,45.92,amber,Early stress. Send automated check-in message.
141155,0,0.45911452,45.91,amber,Early stress. Send automated check-in message.
406529,0,0.45910406,45.91,amber,Early stress. Send automated check-in message.
281997,0,0.45896104,45.9,amber,Early stress. Send automated check-in message.
452166,0,0.45900208,45.9,amber,Early stress. Send automated check-in message.
205926,0,0.4589892,45.9,amber,Early stress. Send automated check-in message.
139298,0,0.4589845,45.9,amber,Early stress. Send automated check-in message.
343564,0,0.4590495,45.9,amber,Early stress. Send automated check-in message.
103085,0,0.45897475,45.9,amber,Early stress. Send automated check-in message.
204482,0,0.45892584,45.89,amber,Early stress. Send automated check-in message.
403168,0,0.45890534,45.89,amber,Early stress. Send automated check-in message.
201606,0,0.45890248,45.89,amber,Early stress. Send automated check-in message.
289004,0,0.4589085,45.89,amber,Early stress. Send automated check-in message.
452473,0,0.458884,45.89,amber,Early stress. Send automated check-in message.
221628,0,0.45888355,45.89,amber,Early stress. Send automated check-in message.
344790,0,0.45882085,45.88,amber,Early stress. Send automated check-in message.
379325,0,0.458845,45.88,amber,Early stress. Send automated check-in message.
117611,0,0.45878017,45.88,amber,Early stress. Send automated check-in message.
244735,0,0.45865038,45.87,amber,Early stress. Send automated check-in message.
370918,0,0.45869827,45.87,amber,Early stress. Send automated check-in message.
125847,0,0.45868123,45.87,amber,Early stress. Send automated check-in message.
243348,0,0.45870692,45.87,amber,Early stress. Send automated check-in message.
347737,0,0.4585726,45.86,amber,Early stress. Send automated check-in message.
208932,0,0.4585746,45.86,amber,Early stress. Send automated check-in message.
174738,0,0.45855755,45.86,amber,Early stress. Send automated check-in message.
430133,0,0.45864385,45.86,amber,Early stress. Send automated check-in message.
346640,1,0.45856076,45.86,amber,Early stress. Send automated check-in message.
347602,0,0.45855725,45.86,amber,Early stress. Send automated check-in message.
128595,0,0.45852095,45.85,amber,Early stress. Send automated check-in message.
423655,0,0.45852908,45.85,amber,Early stress. Send automated check-in message.
176150,0,0.45838347,45.84,amber,Early stress. Send automated check-in message.
434779,0,0.45844036,45.84,amber,Early stress. Send automated check-in message.
230249,0,0.4583032,45.83,amber,Early stress. Send automated check-in message.
404001,1,0.4582862,45.83,amber,Early stress. Send automated check-in message.
241450,0,0.45817825,45.82,amber,Early stress. Send automated check-in message.
363449,0,0.45818567,45.82,amber,Early stress. Send automated check-in message.
344432,0,0.45824865,45.82,amber,Early stress. Send automated check-in message.
211427,0,0.45823792,45.82,amber,Early stress. Send automated check-in message.
430340,0,0.458203,45.82,amber,Early stress. Send automated check-in message.
407483,0,0.45816034,45.82,amber,Early stress. Send automated check-in message.
251913,0,0.45810118,45.81,amber,Early stress. Send automated check-in message.
179726,0,0.4581149,45.81,amber,Early stress. Send automated check-in message.
103392,0,0.45810398,45.81,amber,Early stress. Send automated check-in message.
272261,0,0.45805776,45.81,amber,Early stress. Send automated check-in message.
150570,0,0.45806363,45.81,amber,Early stress. Send automated check-in message.
353553,0,0.45797935,45.8,amber,Early stress. Send automated check-in message.
195706,0,0.45804247,45.8,amber,Early stress. Send automated check-in message.
426767,0,0.45791295,45.79,amber,Early stress. Send automated check-in message.
366679,0,0.45790604,45.79,amber,Early stress. Send automated check-in message.
134946,0,0.45794055,45.79,amber,Early stress. Send automated check-in message.
344153,0,0.45787457,45.79,amber,Early stress. Send automated check-in message.
185577,0,0.45781234,45.78,amber,Early stress. Send automated check-in message.
145700,0,0.45784485,45.78,amber,Early stress. Send automated check-in message.
445609,0,0.45782566,45.78,amber,Early stress. Send automated check-in message.
199444,0,0.4577905,45.78,amber,Early stress. Send automated check-in message.
344543,0,0.45769528,45.77,amber,Early stress. Send automated check-in message.
312284,0,0.45761788,45.76,amber,Early stress. Send automated check-in message.
183145,0,0.45759612,45.76,amber,Early stress. Send automated check-in message.
451336,0,0.45762447,45.76,amber,Early stress. Send automated check-in message.
394500,0,0.45746943,45.75,amber,Early stress. Send automated check-in message.
364113,0,0.45747092,45.75,amber,Early stress. Send automated check-in message.
229380,0,0.4574541,45.75,amber,Early stress. Send automated check-in message.
361378,0,0.4574388,45.74,amber,Early stress. Send automated check-in message.
332835,0,0.45742464,45.74,amber,Early stress. Send automated check-in message.
106685,0,0.4574364,45.74,amber,Early stress. Send automated check-in message.
421340,0,0.45729467,45.73,amber,Early stress. Send automated check-in message.
381166,0,0.45732948,45.73,amber,Early stress. Send automated check-in message.
256415,0,0.4573198,45.73,amber,Early stress. Send automated check-in message.
270898,0,0.45717973,45.72,amber,Early stress. Send automated check-in message.
115971,0,0.45717162,45.72,amber,Early stress. Send automated check-in message.
369158,1,0.45714456,45.71,amber,Early stress. Send automated check-in message.
233504,0,0.45711133,45.71,amber,Early stress. Send automated check-in message.
292879,0,0.45710808,45.71,amber,Early stress. Send automated check-in message.
211790,0,0.4569782,45.7,amber,Early stress. Send automated check-in message.
238194,0,0.45698696,45.7,amber,Early stress. Send automated check-in message.
140271,0,0.45703372,45.7,amber,Early stress. Send automated check-in message.
311858,0,0.45704284,45.7,amber,Early stress. Send automated check-in message.
163542,0,0.45703098,45.7,amber,Early stress. Send automated check-in message.
438966,1,0.45690423,45.69,amber,Early stress. Send automated check-in message.
307243,0,0.45688263,45.69,amber,Early stress. Send automated check-in message.
152945,0,0.45678014,45.68,amber,Early stress. Send automated check-in message.
276296,0,0.4567826,45.68,amber,Early stress. Send automated check-in message.
340304,0,0.45675653,45.68,amber,Early stress. Send automated check-in message.
378509,0,0.4568347,45.68,amber,Early stress. Send automated check-in message.
182111,0,0.4568251,45.68,amber,Early stress. Send automated check-in message.
354620,0,0.45683515,45.68,amber,Early stress. Send automated check-in message.
371140,0,0.45681733,45.68,amber,Early stress. Send automated check-in message.
178215,0,0.45669964,45.67,amber,Early stress. Send automated check-in message.
355161,0,0.45674062,45.67,amber,Early stress. Send automated check-in message.
135742,0,0.45658317,45.66,amber,Early stress. Send automated check-in message.
347740,0,0.45657706,45.66,amber,Early stress. Send automated check-in message.
243687,0,0.45659503,45.66,amber,Early stress. Send automated check-in message.
385961,0,0.45649123,45.65,amber,Early stress. Send automated check-in message.
219128,0,0.45647976,45.65,amber,Early stress. Send automated check-in message.
437888,0,0.456531,45.65,amber,Early stress. Send automated check-in message.
442991,0,0.4565345,45.65,amber,Early stress. Send automated check-in message.
145049,0,0.4564281,45.64,amber,Early stress. Send automated check-in message.
331863,0,0.45636442,45.64,amber,Early stress. Send automated check-in message.
273188,0,0.4563241,45.63,amber,Early stress. Send automated check-in message.
100882,0,0.4562835,45.63,amber,Early stress. Send automated check-in message.
216243,0,0.45628977,45.63,amber,Early stress. Send automated check-in message.
125399,0,0.45616907,45.62,amber,Early stress. Send automated check-in message.
164588,0,0.45616263,45.62,amber,Early stress. Send automated check-in message.
113674,0,0.45615584,45.62,amber,Early stress. Send automated check-in message.
102319,0,0.4560911,45.61,amber,Early stress. Send automated check-in message.
203261,0,0.45607567,45.61,amber,Early stress. Send automated check-in message.
224350,0,0.4560371,45.6,amber,Early stress. Send automated check-in message.
139920,0,0.45601216,45.6,amber,Early stress. Send automated check-in message.
265642,0,0.4559923,45.6,amber,Early stress. Send automated check-in message.
427307,0,0.45599738,45.6,amber,Early stress. Send automated check-in message.
405001,0,0.45584235,45.58,amber,Early stress. Send automated check-in message.
117276,0,0.455838,45.58,amber,Early stress. Send automated check-in message.
151176,0,0.45582402,45.58,amber,Early stress. Send automated check-in message.
254892,0,0.45575705,45.58,amber,Early stress. Send automated check-in message.
438207,0,0.45557812,45.56,amber,Early stress. Send automated check-in message.
310513,0,0.45555148,45.56,amber,Early stress. Send automated check-in message.
158725,0,0.45554215,45.55,amber,Early stress. Send automated check-in message.
283845,0,0.45535424,45.54,amber,Early stress. Send automated check-in message.
103810,1,0.4553777,45.54,amber,Early stress. Send automated check-in message.
111455,0,0.4554266,45.54,amber,Early stress. Send automated check-in message.
300924,0,0.45540556,45.54,amber,Early stress. Send automated check-in message.
380521,0,0.4552821,45.53,amber,Early stress. Send automated check-in message.
143986,0,0.4553186,45.53,amber,Early stress. Send automated check-in message.
295316,0,0.45525643,45.53,amber,Early stress. Send automated check-in message.
280257,1,0.45517108,45.52,amber,Early stress. Send automated check-in message.
264553,1,0.4552299,45.52,amber,Early stress. Send automated check-in message.
225778,0,0.4551613,45.52,amber,Early stress. Send automated check-in message.
211699,0,0.4551438,45.51,amber,Early stress. Send automated check-in message.
309767,0,0.45510307,45.51,amber,Early stress. Send automated check-in message.
380734,1,0.45497555,45.5,amber,Early stress. Send automated check-in message.
168089,0,0.45499185,45.5,amber,Early stress. Send automated check-in message.
147093,0,0.4550099,45.5,amber,Early stress. Send automated check-in message.
381524,0,0.4548854,45.49,amber,Early stress. Send automated check-in message.
332772,1,0.4548899,45.49,amber,Early stress. Send automated check-in message.
274128,0,0.45492166,45.49,amber,Early stress. Send automated check-in message.
236184,0,0.45475915,45.48,amber,Early stress. Send automated check-in message.
257289,0,0.4547627,45.48,amber,Early stress. Send automated check-in message.
423368,0,0.45483556,45.48,amber,Early stress. Send automated check-in message.
171431,0,0.4548235,45.48,amber,Early stress. Send automated check-in message.
128264,1,0.45471305,45.47,amber,Early stress. Send automated check-in message.
353898,1,0.45473817,45.47,amber,Early stress. Send automated check-in message.
383273,0,0.4546053,45.46,amber,Early stress. Send automated check-in message.
279363,0,0.45459142,45.46,amber,Early stress. Send automated check-in message.
229143,0,0.45459703,45.46,amber,Early stress. Send automated check-in message.
231882,0,0.45452076,45.45,amber,Early stress. Send automated check-in message.
103959,0,0.45447615,45.45,amber,Early stress. Send automated check-in message.
133968,1,0.45452017,45.45,amber,Early stress. Send automated check-in message.
261633,0,0.4544741,45.45,amber,Early stress. Send automated check-in message.
190582,0,0.45448866,45.45,amber,Early stress. Send automated check-in message.
185996,0,0.45445827,45.45,amber,Early stress. Send automated check-in message.
442252,0,0.454485,45.45,amber,Early stress. Send automated check-in message.
426473,0,0.45444462,45.44,amber,Early stress. Send automated check-in message.
320595,0,0.45437926,45.44,amber,Early stress. Send automated check-in message.
398012,0,0.4544177,45.44,amber,Early stress. Send automated check-in message.
216680,0,0.45430282,45.43,amber,Early stress. Send automated check-in message.
354053,0,0.45427486,45.43,amber,Early stress. Send automated check-in message.
346718,0,0.45434213,45.43,amber,Early stress. Send automated check-in message.
193798,0,0.45432958,45.43,amber,Early stress. Send automated check-in message.
338747,0,0.4543081,45.43,amber,Early stress. Send automated check-in message.
397553,0,0.45421624,45.42,amber,Early stress. Send automated check-in message.
385975,0,0.45419922,45.42,amber,Early stress. Send automated check-in message.
425488,0,0.45407742,45.41,amber,Early stress. Send automated check-in message.
317109,0,0.45405805,45.41,amber,Early stress. Send automated check-in message.
128725,0,0.4540012,45.4,amber,Early stress. Send automated check-in message.
295947,0,0.4540374,45.4,amber,Early stress. Send automated check-in message.
192264,0,0.45403898,45.4,amber,Early stress. Send automated check-in message.
190087,0,0.45394266,45.39,amber,Early stress. Send automated check-in message.
366544,0,0.4538623,45.39,amber,Early stress. Send automated check-in message.
409177,0,0.4538925,45.39,amber,Early stress. Send automated check-in message.
168526,0,0.45375493,45.38,amber,Early stress. Send automated check-in message.
143632,0,0.4538079,45.38,amber,Early stress. Send automated check-in message.
198149,0,0.45372155,45.37,amber,Early stress. Send automated check-in message.
406456,0,0.45365426,45.37,amber,Early stress. Send automated check-in message.
237426,0,0.45369166,45.37,amber,Early stress. Send automated check-in message.
229080,0,0.45374948,45.37,amber,Early stress. Send automated check-in message.
371922,0,0.4537098,45.37,amber,Early stress. Send automated check-in message.
210500,0,0.45372984,45.37,amber,Early stress. Send automated check-in message.
301034,0,0.45373082,45.37,amber,Early stress. Send automated check-in message.
338487,0,0.45372394,45.37,amber,Early stress. Send automated check-in message.
407127,0,0.45355228,45.36,amber,Early stress. Send automated check-in message.
235626,0,0.45353004,45.35,amber,Early stress. Send automated check-in message.
308479,1,0.4534864,45.35,amber,Early stress. Send automated check-in message.
305389,0,0.45350653,45.35,amber,Early stress. Send automated check-in message.
191978,0,0.4533673,45.34,amber,Early stress. Send automated check-in message.
182683,0,0.45342448,45.34,amber,Early stress. Send automated check-in message.
248651,0,0.4533497,45.33,amber,Early stress. Send automated check-in message.
452684,0,0.45326823,45.33,amber,Early stress. Send automated check-in message.
390974,0,0.45316133,45.32,amber,Early stress. Send automated check-in message.
371506,0,0.45317125,45.32,amber,Early stress. Send automated check-in message.
456255,0,0.45307443,45.31,amber,Early stress. Send automated check-in message.
210264,0,0.45311928,45.31,amber,Early stress. Send automated check-in message.
141918,0,0.4531344,45.31,amber,Early stress. Send automated check-in message.
165546,0,0.45306435,45.31,amber,Early stress. Send automated check-in message.
153677,0,0.45310193,45.31,amber,Early stress. Send automated check-in message.
292131,0,0.45300588,45.3,amber,Early stress. Send automated check-in message.
105171,0,0.4529303,45.29,amber,Early stress. Send automated check-in message.
306038,0,0.4529098,45.29,amber,Early stress. Send automated check-in message.
372406,0,0.45287,45.29,amber,Early stress. Send automated check-in message.
419873,0,0.45292908,45.29,amber,Early stress. Send automated check-in message.
262417,0,0.45276582,45.28,amber,Early stress. Send automated check-in message.
141906,0,0.45282567,45.28,amber,Early stress. Send automated check-in message.
279163,0,0.45272663,45.27,amber,Early stress. Send automated check-in message.
256583,0,0.45272398,45.27,amber,Early stress. Send automated check-in message.
157502,1,0.45266703,45.27,amber,Early stress. Send automated check-in message.
336218,0,0.4526082,45.26,amber,Early stress. Send automated check-in message.
265804,0,0.45264602,45.26,amber,Early stress. Send automated check-in message.
434809,1,0.45256534,45.26,amber,Early stress. Send automated check-in message.
245499,0,0.45263714,45.26,amber,Early stress. Send automated check-in message.
397592,0,0.452519,45.25,amber,Early stress. Send automated check-in message.
249291,0,0.45252842,45.25,amber,Early stress. Send automated check-in message.
432295,0,0.4525377,45.25,amber,Early stress. Send automated check-in message.
219442,0,0.45248374,45.25,amber,Early stress. Send automated check-in message.
202788,0,0.45240375,45.24,amber,Early stress. Send automated check-in message.
442435,0,0.45236698,45.24,amber,Early stress. Send automated check-in message.
387571,1,0.45243534,45.24,amber,Early stress. Send automated check-in message.
253522,0,0.45240298,45.24,amber,Early stress. Send automated check-in message.
133341,0,0.45244363,45.24,amber,Early stress. Send automated check-in message.
427239,0,0.4524039,45.24,amber,Early stress. Send automated check-in message.
377618,0,0.4524371,45.24,amber,Early stress. Send automated check-in message.
127019,0,0.45225897,45.23,amber,Early stress. Send automated check-in message.
240463,0,0.4523178,45.23,amber,Early stress. Send automated check-in message.
106113,0,0.45228708,45.23,amber,Early stress. Send automated check-in message.
210682,0,0.452348,45.23,amber,Early stress. Send automated check-in message.
339468,0,0.45226428,45.23,amber,Early stress. Send automated check-in message.
329273,0,0.45232326,45.23,amber,Early stress. Send automated check-in message.
407247,0,0.45233822,45.23,amber,Early stress. Send automated check-in message.
151658,1,0.4521334,45.21,amber,Early stress. Send automated check-in message.
129478,0,0.45200172,45.2,amber,Early stress. Send automated check-in message.
382062,0,0.45197183,45.2,amber,Early stress. Send automated check-in message.
279246,0,0.45188504,45.19,amber,Early stress. Send automated check-in message.
322431,0,0.4518021,45.18,amber,Early stress. Send automated check-in message.
415142,0,0.45177978,45.18,amber,Early stress. Send automated check-in message.
166200,0,0.4516524,45.17,amber,Early stress. Send automated check-in message.
321331,1,0.4517191,45.17,amber,Early stress. Send automated check-in message.
239858,0,0.45169702,45.17,amber,Early stress. Send automated check-in message.
139154,1,0.45174858,45.17,amber,Early stress. Send automated check-in message.
452790,0,0.45155793,45.16,amber,Early stress. Send automated check-in message.
344930,0,0.45152953,45.15,amber,Early stress. Send automated check-in message.
245317,0,0.45153993,45.15,amber,Early stress. Send automated check-in message.
195800,0,0.45152992,45.15,amber,Early stress. Send automated check-in message.
315765,0,0.45131537,45.13,amber,Early stress. Send automated check-in message.
212353,0,0.45134822,45.13,amber,Early stress. Send automated check-in message.
125131,0,0.45130965,45.13,amber,Early stress. Send automated check-in message.
433373,0,0.4513212,45.13,amber,Early stress. Send automated check-in message.
305216,0,0.45127916,45.13,amber,Early stress. Send automated check-in message.
174456,0,0.45129314,45.13,amber,Early stress. Send automated check-in message.
390731,0,0.4512144,45.12,amber,Early stress. Send automated check-in message.
343799,0,0.45117867,45.12,amber,Early stress. Send automated check-in message.
112724,0,0.45118198,45.12,amber,Early stress. Send automated check-in message.
247508,0,0.45121458,45.12,amber,Early stress. Send automated check-in message.
325998,0,0.45119312,45.12,amber,Early stress. Send automated check-in message.
330773,0,0.45109114,45.11,amber,Early stress. Send automated check-in message.
324299,0,0.4510727,45.11,amber,Early stress. Send automated check-in message.
194779,0,0.45097348,45.1,amber,Early stress. Send automated check-in message.
450450,0,0.45104766,45.1,amber,Early stress. Send automated check-in message.
133556,1,0.450953,45.1,amber,Early stress. Send automated check-in message.
430858,0,0.45098454,45.1,amber,Early stress. Send automated check-in message.
333751,0,0.4509212,45.09,amber,Early stress. Send automated check-in message.
430978,0,0.4509118,45.09,amber,Early stress. Send automated check-in message.
437893,1,0.45086643,45.09,amber,Early stress. Send automated check-in message.
239011,0,0.45082998,45.08,amber,Early stress. Send automated check-in message.
312967,0,0.4507329,45.07,amber,Early stress. Send automated check-in message.
313277,0,0.45070142,45.07,amber,Early stress. Send automated check-in message.
420966,0,0.45071837,45.07,amber,Early stress. Send automated check-in message.
355672,0,0.45055375,45.06,amber,Early stress. Send automated check-in message.
105842,0,0.45062578,45.06,amber,Early stress. Send automated check-in message.
427706,0,0.45057383,45.06,amber,Early stress. Send automated check-in message.
135298,0,0.45046055,45.05,amber,Early stress. Send automated check-in message.
