SK_ID_CURR,actual_TARGET,predicted_probability,risk_score,risk_tier,recommended_action,finsense_alert
296043,0,0.3598552,35.99,amber,Early stress. Send automated check-in message.,False
305588,0,0.35978946,35.98,amber,Early stress. Send automated check-in message.,False
406881,0,0.35983798,35.98,amber,Early stress. Send automated check-in message.,False
251201,0,0.3598169,35.98,amber,Early stress. Send automated check-in message.,False
237119,0,0.35977694,35.98,amber,Early stress. Send automated check-in message.,False
412110,0,0.3597633,35.98,amber,Early stress. Send automated check-in message.,False
311988,0,0.35973492,35.97,amber,Early stress. Send automated check-in message.,False
426897,0,0.35969746,35.97,amber,Early stress. Send automated check-in message.,False
419928,0,0.35968143,35.97,amber,Early stress. Send automated check-in message.,False
342952,0,0.35973862,35.97,amber,Early stress. Send automated check-in message.,False
332944,0,0.3596575,35.97,amber,Early stress. Send automated check-in message.,False
155746,0,0.35971043,35.97,amber,Early stress. Send automated check-in message.,False
112728,0,0.35971493,35.97,amber,Early stress. Send automated check-in message.,False
266533,0,0.3596868,35.97,amber,Early stress. Send automated check-in message.,False
218479,1,0.35965458,35.97,amber,Early stress. Send automated check-in message.,False
344371,0,0.35973325,35.97,amber,Early stress. Send automated check-in message.,False
377863,0,0.359697,35.97,amber,Early stress. Send automated check-in message.,False
156885,0,0.35974628,35.97,amber,Early stress. Send automated check-in message.,False
195501,0,0.3597311,35.97,amber,Early stress. Send automated check-in message.,False
145398,0,0.35959846,35.96,amber,Early stress. Send automated check-in message.,False
197800,0,0.35956967,35.96,amber,Early stress. Send automated check-in message.,False
418543,0,0.35955775,35.96,amber,Early stress. Send automated check-in message.,False
442607,0,0.3595684,35.96,amber,Early stress. Send automated check-in message.,False
119172,0,0.3595571,35.96,amber,Early stress. Send automated check-in message.,False
164316,0,0.35964185,35.96,amber,Early stress. Send automated check-in message.,False
324928,1,0.35964683,35.96,amber,Early stress. Send automated check-in message.,False
134243,1,0.35963,35.96,amber,Early stress. Send automated check-in message.,False
301798,0,0.35963735,35.96,amber,Early stress. Send automated check-in message.,False
336875,0,0.35961506,35.96,amber,Early stress. Send automated check-in message.,False
300206,0,0.35953996,35.95,amber,Early stress. Send automated check-in message.,False
147412,0,0.35954285,35.95,amber,Early stress. Send automated check-in message.,False
289044,0,0.35954225,35.95,amber,Early stress. Send automated check-in message.,False
113842,0,0.35949415,35.95,amber,Early stress. Send automated check-in message.,False
344753,0,0.35952407,35.95,amber,Early stress. Send automated check-in message.,False
244012,0,0.35950026,35.95,amber,Early stress. Send automated check-in message.,False
373891,0,0.359455,35.95,amber,Early stress. Send automated check-in message.,False
363857,0,0.35948992,35.95,amber,Early stress. Send automated check-in message.,False
449448,0,0.35953122,35.95,amber,Early stress. Send automated check-in message.,False
331330,0,0.35948715,35.95,amber,Early stress. Send automated check-in message.,False
402737,0,0.35952377,35.95,amber,Early stress. Send automated check-in message.,False
287518,0,0.35951462,35.95,amber,Early stress. Send automated check-in message.,False
170743,0,0.3595286,35.95,amber,Early stress. Send automated check-in message.,False
383983,0,0.3593858,35.94,amber,Early stress. Send automated check-in message.,False
256151,0,0.35936338,35.94,amber,Early stress. Send automated check-in message.,False
104811,0,0.3594173,35.94,amber,Early stress. Send automated check-in message.,False
374572,0,0.35939386,35.94,amber,Early stress. Send automated check-in message.,False
139854,0,0.3594474,35.94,amber,Early stress. Send automated check-in message.,False
139975,0,0.35938776,35.94,amber,Early stress. Send automated check-in message.,False
432603,0,0.35941893,35.94,amber,Early stress. Send automated check-in message.,False
233637,0,0.35931998,35.93,amber,Early stress. Send automated check-in message.,False
430240,0,0.35927367,35.93,amber,Early stress. Send automated check-in message.,False
344917,0,0.35930794,35.93,amber,Early stress. Send automated check-in message.,False
117335,0,0.3592584,35.93,amber,Early stress. Send automated check-in message.,False
297727,0,0.35925493,35.93,amber,Early stress. Send automated check-in message.,False
391205,0,0.35930035,35.93,amber,Early stress. Send automated check-in message.,False
255972,0,0.35925472,35.93,amber,Early stress. Send automated check-in message.,False
370717,0,0.3592077,35.92,amber,Early stress. Send automated check-in message.,False
156767,0,0.35920164,35.92,amber,Early stress. Send automated check-in message.,False
116931,0,0.35923555,35.92,amber,Early stress. Send automated check-in message.,False
269388,0,0.3592448,35.92,amber,Early stress. Send automated check-in message.,False
381925,1,0.3591535,35.92,amber,Early stress. Send automated check-in message.,False
348677,0,0.35923895,35.92,amber,Early stress. Send automated check-in message.,False
275799,0,0.359249,35.92,amber,Early stress. Send automated check-in message.,False
421256,0,0.3592079,35.92,amber,Early stress. Send automated check-in message.,False
235425,0,0.359238,35.92,amber,Early stress. Send automated check-in message.,False
342379,0,0.35924008,35.92,amber,Early stress. Send automated check-in message.,False
177106,0,0.359168,35.92,amber,Early stress. Send automated check-in message.,False
243024,0,0.3592263,35.92,amber,Early stress. Send automated check-in message.,False
390528,0,0.35909066,35.91,amber,Early stress. Send automated check-in message.,False
451236,0,0.3591122,35.91,amber,Early stress. Send automated check-in message.,False
283273,0,0.35914415,35.91,amber,Early stress. Send automated check-in message.,False
141300,0,0.35906225,35.91,amber,Early stress. Send automated check-in message.,False
116434,0,0.3591078,35.91,amber,Early stress. Send automated check-in message.,False
291400,0,0.3591037,35.91,amber,Early stress. Send automated check-in message.,False
197001,0,0.35902765,35.9,amber,Early stress. Send automated check-in message.,False
454274,0,0.3590003,35.9,amber,Early stress. Send automated check-in message.,False
434300,0,0.3589685,35.9,amber,Early stress. Send automated check-in message.,False
108574,0,0.35904297,35.9,amber,Early stress. Send automated check-in message.,False
275260,0,0.35903886,35.9,amber,Early stress. Send automated check-in message.,False
116053,0,0.35899362,35.9,amber,Early stress. Send automated check-in message.,False
447474,0,0.3590303,35.9,amber,Early stress. Send automated check-in message.,False
292931,0,0.35898182,35.9,amber,Early stress. Send automated check-in message.,False
273222,0,0.3589644,35.9,amber,Early stress. Send automated check-in message.,False
204802,0,0.35902822,35.9,amber,Early stress. Send automated check-in message.,False
440667,0,0.35889894,35.89,amber,Early stress. Send automated check-in message.,False
331314,1,0.35891557,35.89,amber,Early stress. Send automated check-in message.,False
391352,1,0.3588682,35.89,amber,Early stress. Send automated check-in message.,False
405843,0,0.35894385,35.89,amber,Early stress. Send automated check-in message.,False
191563,0,0.3588738,35.89,amber,Early stress. Send automated check-in message.,False
268684,0,0.35886785,35.89,amber,Early stress. Send automated check-in message.,False
421211,0,0.3588821,35.89,amber,Early stress. Send automated check-in message.,False
146573,0,0.3589164,35.89,amber,Early stress. Send automated check-in message.,False
212811,0,0.35881406,35.88,amber,Early stress. Send automated check-in message.,False
361865,0,0.3587802,35.88,amber,Early stress. Send automated check-in message.,False
290146,0,0.35878387,35.88,amber,Early stress. Send automated check-in message.,False
335324,0,0.358821,35.88,amber,Early stress. Send automated check-in message.,False
161274,0,0.35877797,35.88,amber,Early stress. Send automated check-in message.,False
414901,1,0.35878915,35.88,amber,Early stress. Send automated check-in message.,False
420571,0,0.3588123,35.88,amber,Early stress. Send automated check-in message.,False
246731,0,0.3586609,35.87,amber,Early stress. Send automated check-in message.,False
100320,0,0.3587401,35.87,amber,Early stress. Send automated check-in message.,False
339233,0,0.35865116,35.87,amber,Early stress. Send automated check-in message.,False
229519,0,0.35866317,35.87,amber,Early stress. Send automated check-in message.,False
431894,0,0.35869506,35.87,amber,Early stress. Send automated check-in message.,False
334234,0,0.35866076,35.87,amber,Early stress. Send automated check-in message.,False
194556,0,0.35866958,35.87,amber,Early stress. Send automated check-in message.,False
253408,0,0.35868415,35.87,amber,Early stress. Send automated check-in message.,False
259191,0,0.35872948,35.87,amber,Early stress. Send automated check-in message.,False
411830,0,0.35857472,35.86,amber,Early stress. Send automated check-in message.,False
105047,0,0.35857922,35.86,amber,Early stress. Send automated check-in message.,False
396291,0,0.3585995,35.86,amber,Early stress. Send automated check-in message.,False
162537,1,0.3585626,35.86,amber,Early stress. Send automated check-in message.,False
156727,0,0.3585845,35.86,amber,Early stress. Send automated check-in message.,False
375782,0,0.35861522,35.86,amber,Early stress. Send automated check-in message.,False
122068,0,0.3585917,35.86,amber,Early stress. Send automated check-in message.,False
150347,0,0.35851154,35.85,amber,Early stress. Send automated check-in message.,False
388333,0,0.3584913,35.85,amber,Early stress. Send automated check-in message.,False
304841,0,0.35854396,35.85,amber,Early stress. Send automated check-in message.,False
209640,0,0.3585106,35.85,amber,Early stress. Send automated check-in message.,False
365527,0,0.3585436,35.85,amber,Early stress. Send automated check-in message.,False
157175,0,0.35852107,35.85,amber,Early stress. Send automated check-in message.,False
204751,0,0.35847458,35.85,amber,Early stress. Send automated check-in message.,False
133075,0,0.35850668,35.85,amber,Early stress. Send automated check-in message.,False
149949,0,0.35846204,35.85,amber,Early stress. Send automated check-in message.,False
136330,0,0.35850063,35.85,amber,Early stress. Send automated check-in message.,False
297158,0,0.35847643,35.85,amber,Early stress. Send automated check-in message.,False
215811,0,0.3583636,35.84,amber,Early stress. Send automated check-in message.,False
191704,0,0.35840857,35.84,amber,Early stress. Send automated check-in message.,False
338389,0,0.3583685,35.84,amber,Early stress. Send automated check-in message.,False
278706,0,0.3583629,35.84,amber,Early stress. Send automated check-in message.,False
177872,0,0.3584173,35.84,amber,Early stress. Send automated check-in message.,False
169538,0,0.35839763,35.84,amber,Early stress. Send automated check-in message.,False
302336,0,0.3584213,35.84,amber,Early stress. Send automated check-in message.,False
271918,0,0.3583147,35.83,amber,Early stress. Send automated check-in message.,False
369028,0,0.35827318,35.83,amber,Early stress. Send automated check-in message.,False
150119,0,0.3583091,35.83,amber,Early stress. Send automated check-in message.,False
181076,0,0.35829273,35.83,amber,Early stress. Send automated check-in message.,False
249307,0,0.35832894,35.83,amber,Early stress. Send automated check-in message.,False
339776,0,0.3582833,35.83,amber,Early stress. Send automated check-in message.,False
300838,0,0.3582996,35.83,amber,Early stress. Send automated check-in message.,False
188123,1,0.3583459,35.83,amber,Early stress. Send automated check-in message.,False
388858,0,0.35832885,35.83,amber,Early stress. Send automated check-in message.,False
259000,0,0.3582507,35.83,amber,Early stress. Send automated check-in message.,False
439795,0,0.35833254,35.83,amber,Early stress. Send automated check-in message.,False
125794,0,0.35825855,35.83,amber,Early stress. Send automated check-in message.,False
338508,0,0.35832185,35.83,amber,Early stress. Send automated check-in message.,False
141355,0,0.35815713,35.82,amber,Early stress. Send automated check-in message.,False
295297,0,0.35824588,35.82,amber,Early stress. Send automated check-in message.,False
140045,0,0.35823354,35.82,amber,Early stress. Send automated check-in message.,False
397594,0,0.35822302,35.82,amber,Early stress. Send automated check-in message.,False
114143,0,0.3582201,35.82,amber,Early stress. Send automated check-in message.,False
293991,0,0.35822052,35.82,amber,Early stress. Send automated check-in message.,False
136475,0,0.35821304,35.82,amber,Early stress. Send automated check-in message.,False
157813,0,0.3582013,35.82,amber,Early stress. Send automated check-in message.,False
108639,0,0.35824087,35.82,amber,Early stress. Send automated check-in message.,False
275909,0,0.3582291,35.82,amber,Early stress. Send automated check-in message.,False
307548,1,0.3582047,35.82,amber,Early stress. Send automated check-in message.,False
245002,0,0.35816413,35.82,amber,Early stress. Send automated check-in message.,False
391558,0,0.35820627,35.82,amber,Early stress. Send automated check-in message.,False
359337,0,0.35824335,35.82,amber,Early stress. Send automated check-in message.,False
424546,0,0.3582274,35.82,amber,Early stress. Send automated check-in message.,False
259574,0,0.3580795,35.81,amber,Early stress. Send automated check-in message.,False
398726,0,0.35810745,35.81,amber,Early stress. Send automated check-in message.,False
404800,0,0.35809708,35.81,amber,Early stress. Send automated check-in message.,False
204517,0,0.35805035,35.81,amber,Early stress. Send automated check-in message.,False
309518,0,0.35810852,35.81,amber,Early stress. Send automated check-in message.,False
196885,0,0.35807633,35.81,amber,Early stress. Send automated check-in message.,False
366800,0,0.35813987,35.81,amber,Early stress. Send automated check-in message.,False
372904,0,0.358069,35.81,amber,Early stress. Send automated check-in message.,False
269723,0,0.35812983,35.81,amber,Early stress. Send automated check-in message.,False
327742,0,0.35809398,35.81,amber,Early stress. Send automated check-in message.,False
291686,0,0.35814145,35.81,amber,Early stress. Send automated check-in message.,False
362329,0,0.35807425,35.81,amber,Early stress. Send automated check-in message.,False
191573,0,0.35797742,35.8,amber,Early stress. Send automated check-in message.,False
382270,0,0.3580432,35.8,amber,Early stress. Send automated check-in message.,False
190185,0,0.3580084,35.8,amber,Early stress. Send automated check-in message.,False
391418,0,0.3580367,35.8,amber,Early stress. Send automated check-in message.,False
125291,0,0.35804367,35.8,amber,Early stress. Send automated check-in message.,False
318684,0,0.35801217,35.8,amber,Early stress. Send automated check-in message.,False
346816,0,0.35797864,35.8,amber,Early stress. Send automated check-in message.,False
139725,0,0.35803577,35.8,amber,Early stress. Send automated check-in message.,False
340488,0,0.3579991,35.8,amber,Early stress. Send automated check-in message.,False
336636,0,0.35795614,35.8,amber,Early stress. Send automated check-in message.,False
158139,0,0.3579779,35.8,amber,Early stress. Send automated check-in message.,False
148274,0,0.3578637,35.79,amber,Early stress. Send automated check-in message.,False
425246,0,0.3579286,35.79,amber,Early stress. Send automated check-in message.,False
162057,0,0.35785463,35.79,amber,Early stress. Send automated check-in message.,False
412195,0,0.3579341,35.79,amber,Early stress. Send automated check-in message.,False
170912,0,0.3579179,35.79,amber,Early stress. Send automated check-in message.,False
285252,0,0.3579412,35.79,amber,Early stress. Send automated check-in message.,False
429707,0,0.35781318,35.78,amber,Early stress. Send automated check-in message.,False
233040,0,0.357779,35.78,amber,Early stress. Send automated check-in message.,False
263526,0,0.3577584,35.78,amber,Early stress. Send automated check-in message.,False
378783,0,0.35780397,35.78,amber,Early stress. Send automated check-in message.,False
262792,0,0.357761,35.78,amber,Early stress. Send automated check-in message.,False
276986,0,0.3577591,35.78,amber,Early stress. Send automated check-in message.,False
376587,0,0.35775217,35.78,amber,Early stress. Send automated check-in message.,False
111616,0,0.3578354,35.78,amber,Early stress. Send automated check-in message.,False
438650,0,0.35781172,35.78,amber,Early stress. Send automated check-in message.,False
232724,0,0.35781527,35.78,amber,Early stress. Send automated check-in message.,False
117291,0,0.35780293,35.78,amber,Early stress. Send automated check-in message.,False
392557,0,0.35765746,35.77,amber,Early stress. Send automated check-in message.,False
401235,1,0.35771513,35.77,amber,Early stress. Send automated check-in message.,False
229382,0,0.35765496,35.77,amber,Early stress. Send automated check-in message.,False
188020,0,0.35767007,35.77,amber,Early stress. Send automated check-in message.,False
279383,0,0.35766587,35.77,amber,Early stress. Send automated check-in message.,False
416180,0,0.35768527,35.77,amber,Early stress. Send automated check-in message.,False
200656,0,0.35765314,35.77,amber,Early stress. Send automated check-in message.,False
144473,0,0.3576889,35.77,amber,Early stress. Send automated check-in message.,False
332339,0,0.3575783,35.76,amber,Early stress. Send automated check-in message.,False
332239,0,0.3576193,35.76,amber,Early stress. Send automated check-in message.,False
231054,0,0.35759568,35.76,amber,Early stress. Send automated check-in message.,False
155758,0,0.35759184,35.76,amber,Early stress. Send automated check-in message.,False
426938,0,0.35758957,35.76,amber,Early stress. Send automated check-in message.,False
163295,0,0.35758168,35.76,amber,Early stress. Send automated check-in message.,False
202162,0,0.35760182,35.76,amber,Early stress. Send automated check-in message.,False
241529,0,0.3575781,35.76,amber,Early stress. Send automated check-in message.,False
257306,0,0.3575452,35.75,amber,Early stress. Send automated check-in message.,False
362395,0,0.35752466,35.75,amber,Early stress. Send automated check-in message.,False
176353,0,0.35749745,35.75,amber,Early stress. Send automated check-in message.,False
222416,0,0.35749593,35.75,amber,Early stress. Send automated check-in message.,False
196494,0,0.35752812,35.75,amber,Early stress. Send automated check-in message.,False
248848,1,0.35745007,35.75,amber,Early stress. Send automated check-in message.,False
375221,0,0.35749668,35.75,amber,Early stress. Send automated check-in message.,False
251628,0,0.35747725,35.75,amber,Early stress. Send automated check-in message.,False
436603,0,0.35753375,35.75,amber,Early stress. Send automated check-in message.,False
110788,0,0.3573836,35.74,amber,Early stress. Send automated check-in message.,False
220900,0,0.3574218,35.74,amber,Early stress. Send automated check-in message.,False
213773,0,0.357378,35.74,amber,Early stress. Send automated check-in message.,False
112763,0,0.35738543,35.74,amber,Early stress. Send automated check-in message.,False
402949,0,0.35739943,35.74,amber,Early stress. Send automated check-in message.,False
201770,0,0.35737562,35.74,amber,Early stress. Send automated check-in message.,False
253617,0,0.35740095,35.74,amber,Early stress. Send automated check-in message.,False
267517,0,0.35736832,35.74,amber,Early stress. Send automated check-in message.,False
111543,0,0.3572957,35.73,amber,Early stress. Send automated check-in message.,False
124464,0,0.35726178,35.73,amber,Early stress. Send automated check-in message.,False
200372,0,0.35729846,35.73,amber,Early stress. Send automated check-in message.,False
203378,0,0.3573485,35.73,amber,Early stress. Send automated check-in message.,False
312904,0,0.3573386,35.73,amber,Early stress. Send automated check-in message.,False
146746,0,0.35732532,35.73,amber,Early stress. Send automated check-in message.,False
426068,0,0.35727158,35.73,amber,Early stress. Send automated check-in message.,False
180410,0,0.3573263,35.73,amber,Early stress. Send automated check-in message.,False
358496,0,0.35728887,35.73,amber,Early stress. Send automated check-in message.,False
259004,0,0.3572675,35.73,amber,Early stress. Send automated check-in message.,False
114350,0,0.35734388,35.73,amber,Early stress. Send automated check-in message.,False
260631,0,0.3572044,35.72,amber,Early stress. Send automated check-in message.,False
215247,0,0.35718048,35.72,amber,Early stress. Send automated check-in message.,False
189849,0,0.35723123,35.72,amber,Early stress. Send automated check-in message.,False
225294,0,0.3572416,35.72,amber,Early stress. Send automated check-in message.,False
203216,0,0.35716638,35.72,amber,Early stress. Send automated check-in message.,False
348854,0,0.35716325,35.72,amber,Early stress. Send automated check-in message.,False
120428,0,0.35721135,35.72,amber,Early stress. Send automated check-in message.,False
177161,0,0.3571471,35.71,amber,Early stress. Send automated check-in message.,False
218839,0,0.35713243,35.71,amber,Early stress. Send automated check-in message.,False
427821,0,0.35706872,35.71,amber,Early stress. Send automated check-in message.,False
360562,0,0.35711205,35.71,amber,Early stress. Send automated check-in message.,False
342024,1,0.35714027,35.71,amber,Early stress. Send automated check-in message.,False
373550,0,0.35711876,35.71,amber,Early stress. Send automated check-in message.,False
192402,0,0.35709456,35.71,amber,Early stress. Send automated check-in message.,False
323933,0,0.35712808,35.71,amber,Early stress. Send automated check-in message.,False
391883,1,0.35711554,35.71,amber,Early stress. Send automated check-in message.,False
311394,0,0.35701698,35.7,amber,Early stress. Send automated check-in message.,False
296315,1,0.35702142,35.7,amber,Early stress. Send automated check-in message.,False
290024,0,0.35703424,35.7,amber,Early stress. Send automated check-in message.,False
408679,0,0.35701656,35.7,amber,Early stress. Send automated check-in message.,False
355548,0,0.35698926,35.7,amber,Early stress. Send automated check-in message.,False
190163,0,0.35701898,35.7,amber,Early stress. Send automated check-in message.,False
373387,0,0.35703027,35.7,amber,Early stress. Send automated check-in message.,False
249220,0,0.35694873,35.69,amber,Early stress. Send automated check-in message.,False
378592,0,0.35691416,35.69,amber,Early stress. Send automated check-in message.,False
257699,0,0.35694808,35.69,amber,Early stress. Send automated check-in message.,False
112757,0,0.35685563,35.69,amber,Early stress. Send automated check-in message.,False
109835,0,0.35684738,35.68,amber,Early stress. Send automated check-in message.,False
182285,0,0.35683846,35.68,amber,Early stress. Send automated check-in message.,False
444623,0,0.35679284,35.68,amber,Early stress. Send automated check-in message.,False
240355,0,0.35684004,35.68,amber,Early stress. Send automated check-in message.,False
351862,1,0.35682404,35.68,amber,Early stress. Send automated check-in message.,False
246998,0,0.35679114,35.68,amber,Early stress. Send automated check-in message.,False
308681,0,0.3567886,35.68,amber,Early stress. Send automated check-in message.,False
234590,0,0.35682994,35.68,amber,Early stress. Send automated check-in message.,False
237485,0,0.3568042,35.68,amber,Early stress. Send automated check-in message.,False
172397,0,0.3568176,35.68,amber,Early stress. Send automated check-in message.,False
313178,0,0.35671976,35.67,amber,Early stress. Send automated check-in message.,False
313430,0,0.35665673,35.67,amber,Early stress. Send automated check-in message.,False
440735,0,0.35672292,35.67,amber,Early stress. Send automated check-in message.,False
215611,0,0.35667992,35.67,amber,Early stress. Send automated check-in message.,False
226344,0,0.35674462,35.67,amber,Early stress. Send automated check-in message.,False
207720,0,0.3566531,35.67,amber,Early stress. Send automated check-in message.,False
171102,0,0.3567332,35.67,amber,Early stress. Send automated check-in message.,False
367455,0,0.35670516,35.67,amber,Early stress. Send automated check-in message.,False
343770,0,0.3567185,35.67,amber,Early stress. Send automated check-in message.,False
190093,0,0.3566735,35.67,amber,Early stress. Send automated check-in message.,False
338356,0,0.35667977,35.67,amber,Early stress. Send automated check-in message.,False
198145,0,0.3567301,35.67,amber,Early stress. Send automated check-in message.,False
434154,0,0.35665408,35.67,amber,Early stress. Send automated check-in message.,False
148775,0,0.35655576,35.66,amber,Early stress. Send automated check-in message.,False
447758,0,0.35656723,35.66,amber,Early stress. Send automated check-in message.,False
246674,0,0.3566414,35.66,amber,Early stress. Send automated check-in message.,False
299357,0,0.35664624,35.66,amber,Early stress. Send automated check-in message.,False
347714,0,0.35659337,35.66,amber,Early stress. Send automated check-in message.,False
100545,0,0.35660708,35.66,amber,Early stress. Send automated check-in message.,False
127505,0,0.35657677,35.66,amber,Early stress. Send automated check-in message.,False
288570,0,0.3565772,35.66,amber,Early stress. Send automated check-in message.,False
248752,0,0.3565676,35.66,amber,Early stress. Send automated check-in message.,False
268673,0,0.3565767,35.66,amber,Early stress. Send automated check-in message.,False
309938,0,0.35663167,35.66,amber,Early stress. Send automated check-in message.,False
199791,0,0.35655555,35.66,amber,Early stress. Send automated check-in message.,False
248695,0,0.35663983,35.66,amber,Early stress. Send automated check-in message.,False
358930,0,0.3564558,35.65,amber,Early stress. Send automated check-in message.,False
445329,0,0.35645232,35.65,amber,Early stress. Send automated check-in message.,False
160083,0,0.3564974,35.65,amber,Early stress. Send automated check-in message.,False
313108,0,0.3565077,35.65,amber,Early stress. Send automated check-in message.,False
295046,0,0.35646123,35.65,amber,Early stress. Send automated check-in message.,False
388695,0,0.35646802,35.65,amber,Early stress. Send automated check-in message.,False
352492,0,0.3564743,35.65,amber,Early stress. Send automated check-in message.,False
139187,0,0.3565155,35.65,amber,Early stress. Send automated check-in message.,False
317405,1,0.35650304,35.65,amber,Early stress. Send automated check-in message.,False
252580,0,0.35645998,35.65,amber,Early stress. Send automated check-in message.,False
321867,0,0.35653213,35.65,amber,Early stress. Send automated check-in message.,False
202995,0,0.3565395,35.65,amber,Early stress. Send automated check-in message.,False
331778,0,0.35651577,35.65,amber,Early stress. Send automated check-in message.,False
115543,0,0.356513,35.65,amber,Early stress. Send automated check-in message.,False
222494,1,0.35644168,35.64,amber,Early stress. Send automated check-in message.,False
286795,0,0.3563637,35.64,amber,Early stress. Send automated check-in message.,False
158646,0,0.35641176,35.64,amber,Early stress. Send automated check-in message.,False
103117,0,0.35637188,35.64,amber,Early stress. Send automated check-in message.,False
455519,0,0.35644355,35.64,amber,Early stress. Send automated check-in message.,False
442495,0,0.35636804,35.64,amber,Early stress. Send automated check-in message.,False
236346,0,0.35635826,35.64,amber,Early stress. Send automated check-in message.,False
399001,0,0.35638085,35.64,amber,Early stress. Send automated check-in message.,False
446660,0,0.35635945,35.64,amber,Early stress. Send automated check-in message.,False
430668,0,0.3564086,35.64,amber,Early stress. Send automated check-in message.,False
233015,0,0.35642725,35.64,amber,Early stress. Send automated check-in message.,False
155732,0,0.35636753,35.64,amber,Early stress. Send automated check-in message.,False
398323,0,0.35638314,35.64,amber,Early stress. Send automated check-in message.,False
107220,1,0.3563245,35.63,amber,Early stress. Send automated check-in message.,False
137289,0,0.3562677,35.63,amber,Early stress. Send automated check-in message.,False
207360,0,0.35626352,35.63,amber,Early stress. Send automated check-in message.,False
372038,1,0.3563131,35.63,amber,Early stress. Send automated check-in message.,False
123197,0,0.35634464,35.63,amber,Early stress. Send automated check-in message.,False
129880,0,0.35627156,35.63,amber,Early stress. Send automated check-in message.,False
371652,0,0.35629255,35.63,amber,Early stress. Send automated check-in message.,False
122408,0,0.35625377,35.63,amber,Early stress. Send automated check-in message.,False
346371,0,0.35629463,35.63,amber,Early stress. Send automated check-in message.,False
438729,0,0.35628223,35.63,amber,Early stress. Send automated check-in message.,False
373095,0,0.35619345,35.62,amber,Early stress. Send automated check-in message.,False
165885,0,0.35622275,35.62,amber,Early stress. Send automated check-in message.,False
208922,0,0.35619473,35.62,amber,Early stress. Send automated check-in message.,False
171336,0,0.35615885,35.62,amber,Early stress. Send automated check-in message.,False
110999,0,0.35623506,35.62,amber,Early stress. Send automated check-in message.,False
169038,0,0.3562087,35.62,amber,Early stress. Send automated check-in message.,False
308049,0,0.3561904,35.62,amber,Early stress. Send automated check-in message.,False
159965,0,0.35608742,35.61,amber,Early stress. Send automated check-in message.,False
262124,0,0.356081,35.61,amber,Early stress. Send automated check-in message.,False
179863,0,0.3560654,35.61,amber,Early stress. Send automated check-in message.,False
263571,0,0.35612088,35.61,amber,Early stress. Send automated check-in message.,False
104145,0,0.35611972,35.61,amber,Early stress. Send automated check-in message.,False
433934,0,0.3561041,35.61,amber,Early stress. Send automated check-in message.,False
406665,0,0.35597095,35.6,amber,Early stress. Send automated check-in message.,False
375605,0,0.3560147,35.6,amber,Early stress. Send automated check-in message.,False
270125,0,0.35601354,35.6,amber,Early stress. Send automated check-in message.,False
420836,0,0.355963,35.6,amber,Early stress. Send automated check-in message.,False
211875,0,0.35601768,35.6,amber,Early stress. Send automated check-in message.,False
404522,0,0.35600147,35.6,amber,Early stress. Send automated check-in message.,False
103050,0,0.35597223,35.6,amber,Early stress. Send automated check-in message.,False
318381,0,0.3559805,35.6,amber,Early stress. Send automated check-in message.,False
215872,0,0.35597986,35.6,amber,Early stress. Send automated check-in message.,False
327544,0,0.3559774,35.6,amber,Early stress. Send automated check-in message.,False
108024,0,0.3559576,35.6,amber,Early stress. Send automated check-in message.,False
285598,0,0.35588717,35.59,amber,Early stress. Send automated check-in message.,False
235020,0,0.35587502,35.59,amber,Early stress. Send automated check-in message.,False
378563,0,0.3559329,35.59,amber,Early stress. Send automated check-in message.,False
243742,0,0.35592353,35.59,amber,Early stress. Send automated check-in message.,False
308369,0,0.3558504,35.59,amber,Early stress. Send automated check-in message.,False
155489,0,0.35586417,35.59,amber,Early stress. Send automated check-in message.,False
316687,0,0.35581285,35.58,amber,Early stress. Send automated check-in message.,False
152250,0,0.35578874,35.58,amber,Early stress. Send automated check-in message.,False
110715,0,0.35581025,35.58,amber,Early stress. Send automated check-in message.,False
312270,0,0.35578364,35.58,amber,Early stress. Send automated check-in message.,False
347048,0,0.35576674,35.58,amber,Early stress. Send automated check-in message.,False
139791,0,0.35576874,35.58,amber,Early stress. Send automated check-in message.,False
155708,0,0.3557846,35.58,amber,Early stress. Send automated check-in message.,False
253862,0,0.35573483,35.57,amber,Early stress. Send automated check-in message.,False
238799,0,0.35570908,35.57,amber,Early stress. Send automated check-in message.,False
101760,0,0.35567844,35.57,amber,Early stress. Send automated check-in message.,False
345579,0,0.35570633,35.57,amber,Early stress. Send automated check-in message.,False
205609,0,0.3556588,35.57,amber,Early stress. Send automated check-in message.,False
302537,0,0.3557117,35.57,amber,Early stress. Send automated check-in message.,False
333160,0,0.35565,35.57,amber,Early stress. Send automated check-in message.,False
380044,0,0.3557122,35.57,amber,Early stress. Send automated check-in message.,False
368533,0,0.35574043,35.57,amber,Early stress. Send automated check-in message.,False
219552,0,0.35570094,35.57,amber,Early stress. Send automated check-in message.,False
215119,0,0.35574946,35.57,amber,Early stress. Send automated check-in message.,False
327982,1,0.35570127,35.57,amber,Early stress. Send automated check-in message.,False
318565,0,0.35561493,35.56,amber,Early stress. Send automated check-in message.,False
318546,0,0.35559157,35.56,amber,Early stress. Send automated check-in message.,False
305713,0,0.35558662,35.56,amber,Early stress. Send automated check-in message.,False
238862,0,0.35556328,35.56,amber,Early stress. Send automated check-in message.,False
132450,0,0.35556284,35.56,amber,Early stress. Send automated check-in message.,False
